h_a,xG,xGA,result,date,team_name,year
a,1.078,1.51192,l,2020-01-01,Tottenham,2019
h,1.10584,1.74564,l,2020-01-11,Tottenham,2019
a,1.76697,2.39174,d,2020-01-18,Tottenham,2019
h,2.22282,1.42472,w,2020-01-22,Tottenham,2019
h,0.42029300000000003,3.25139,w,2020-02-02,Tottenham,2019
a,3.86024,1.71313,w,2020-02-16,Tottenham,2019
a,0.265879,1.78193,l,2020-02-22,Tottenham,2019
h,1.63079,2.62251,l,2020-03-01,Tottenham,2019
a,1.13669,3.33302,d,2020-03-07,Tottenham,2019
h,0.534852,1.77307,d,2020-06-19,Tottenham,2019
h,2.24125,0.83104,w,2020-06-23,Tottenham,2019
a,1.01524,1.59994,l,2020-07-02,Tottenham,2019
h,0.511828,0.403762,w,2020-07-06,Tottenham,2019
a,0.479274,0.960349,d,2020-07-09,Tottenham,2019
h,1.81846,0.68991,w,2020-07-12,Tottenham,2019
a,1.7498,1.05748,w,2020-07-15,Tottenham,2019
h,0.766922,1.20085,w,2020-07-19,Tottenham,2019
a,0.310302,0.988534,d,2020-07-26,Tottenham,2019
a,1.13309,0.380551,w,2019-08-11,Arsenal,2019
h,1.1644,1.39172,w,2019-08-17,Arsenal,2019
a,0.985542,2.78821,l,2019-08-24,Arsenal,2019
h,1.92509,1.95514,d,2019-09-01,Arsenal,2019
a,1.00616,2.83209,d,2019-09-15,Arsenal,2019
h,2.53209,1.71546,w,2019-09-22,Arsenal,2019
a,1.70399,1.1335,d,2019-09-30,Arsenal,2019
h,1.24109,0.683967,w,2019-10-06,Arsenal,2019
a,0.949735,0.895722,l,2019-10-21,Arsenal,2019
h,1.54014,1.77892,d,2019-10-27,Arsenal,2019
h,1.02552,1.5103,d,2019-11-02,Arsenal,2019
a,0.961339,1.37055,l,2019-11-09,Arsenal,2019
h,1.60823,2.60312,d,2019-11-23,Arsenal,2019
a,1.96157,0.810596,d,2019-12-01,Arsenal,2019
h,0.965377,1.53446,l,2019-12-05,Arsenal,2019
a,1.79181,0.521847,w,2019-12-09,Arsenal,2019
h,0.28161,1.69553,l,2019-12-15,Arsenal,2019
a,0.881818,0.486523,d,2019-12-21,Arsenal,2019
a,1.42464,1.55463,d,2019-12-26,Arsenal,2019
h,0.785214,1.49666,l,2019-12-29,Arsenal,2019
h,1.90747,0.715563,w,2020-01-01,Arsenal,2019
a,1.43924,0.317862,d,2020-01-11,Arsenal,2019
h,1.22882,1.18444,d,2020-01-18,Arsenal,2019
a,0.568077,3.38612,d,2020-01-21,Arsenal,2019
a,1.48025,2.24562,d,2020-02-02,Arsenal,2019
h,3.02257,1.16662,w,2020-02-16,Arsenal,2019
h,1.33567,2.65691,w,2020-02-23,Arsenal,2019
h,1.55974,1.61615,w,2020-03-07,Arsenal,2019
a,0.496759,2.73725,l,2020-06-17,Arsenal,2019
a,0.69626999999999994,0.670973,l,2020-06-20,Arsenal,2019
a,2.18595,0.738305,w,2020-06-25,Arsenal,2019
h,1.76496,0.153871,w,2020-07-01,Arsenal,2019
a,1.28273,0.985166,w,2020-07-04,Arsenal,2019
h,1.29023,1.00238,d,2020-07-07,Arsenal,2019
a,0.68991,1.81846,l,2020-07-12,Arsenal,2019
h,1.31516,2.2233,w,2020-07-15,Arsenal,2019
a,0.737137,0.57408,l,2020-07-21,Arsenal,2019
h,1.95282,3.9197,w,2020-07-26,Arsenal,2019
h,0.380551,1.13309,l,2019-08-11,Newcastle United,2019
a,0.920429,2.09572,l,2019-08-17,Newcastle United,2019
a,0.51428,1.25927,w,2019-08-25,Newcastle United,2019
h,1.04131,1.1068,d,2019-08-31,Newcastle United,2019
a,0.291073,2.93281,l,2019-09-14,Newcastle United,2019
h,1.09807,1.21592,d,2019-09-21,Newcastle United,2019
a,0.054134,1.82438,l,2019-09-29,Newcastle United,2019
h,0.650296,0.969204,w,2019-10-06,Newcastle United,2019
a,0.197082,2.30068,l,2019-10-19,Newcastle United,2019
h,0.603104,1.93255,d,2019-10-27,Newcastle United,2019
a,1.93192,1.53597,w,2019-11-02,Newcastle United,2019
h,2.3306,1.9213,w,2019-11-09,Newcastle United,2019
a,0.69784,2.6985,l,2019-11-25,Newcastle United,2019
h,0.208252,2.44389,d,2019-11-30,Newcastle United,2019
a,0.533775,1.09175,w,2019-12-05,Newcastle United,2019
h,1.10449,1.89255,w,2019-12-08,Newcastle United,2019
a,1.08726,1.43602,l,2019-12-14,Newcastle United,2019
h,0.714368,0.985368,w,2019-12-21,Newcastle United,2019
a,1.05018,1.99638,l,2019-12-26,Newcastle United,2019
h,1.63211,2.82576,l,2019-12-28,Newcastle United,2019
h,0.780118,2.43642,l,2020-01-01,Newcastle United,2019
a,0.184495,2.04805,d,2020-01-11,Newcastle United,2019
h,0.892988,2.05436,w,2020-01-18,Newcastle United,2019
a,0.570931,2.05254,d,2020-01-21,Newcastle United,2019
h,0.937293,2.39985,d,2020-02-01,Newcastle United,2019
a,1.16662,3.02257,l,2020-02-16,Newcastle United,2019
a,0.164495,1.75552,l,2020-02-22,Newcastle United,2019
h,1.11713,0.617612,d,2020-02-29,Newcastle United,2019
a,3.06384,0.348871,w,2020-03-07,Newcastle United,2019
h,2.15148,0.57107,w,2020-06-21,Newcastle United,2019
h,0.661808,1.22985,d,2020-06-24,Newcastle United,2019
a,2.23457,1.27503,w,2020-07-01,Newcastle United,2019
h,1.49121,2.03065,d,2020-07-05,Newcastle United,2019
a,0.21643,3.28662,l,2020-07-08,Newcastle United,2019
a,1.49134,3.12855,l,2020-07-11,Newcastle United,2019
h,1.05748,1.7498,l,2020-07-15,Newcastle United,2019
a,0.929091,0.855896,d,2020-07-20,Newcastle United,2019
h,0.339294,0.56818,l,2020-07-26,Newcastle United,2019
h,2.23456,0.842407,w,2019-08-09,Liverpool,2019
a,1.52022,2.14047,w,2019-08-17,Liverpool,2019
h,2.78821,0.985542,w,2019-08-24,Liverpool,2019
a,1.20057,0.61739,w,2019-08-31,Liverpool,2019
h,2.93281,0.291073,w,2019-09-14,Liverpool,2019
a,1.03003,1.23321,w,2019-09-22,Liverpool,2019
a,1.97079,1.17022,w,2019-09-28,Liverpool,2019
h,3.74867,0.0982107,w,2019-10-05,Liverpool,2019
a,1.03212,0.791862,d,2019-10-20,Liverpool,2019
h,2.18851,1.35143,w,2019-10-27,Liverpool,2019
a,2.38824,0.741615,w,2019-11-02,Liverpool,2019
h,1.3319,1.48104,w,2019-11-10,Liverpool,2019
a,1.64291,1.02306,w,2019-11-23,Liverpool,2019
h,1.36832,0.867601,w,2019-11-30,Liverpool,2019
h,2.41397,1.76453,w,2019-12-04,Liverpool,2019
a,3.04446,0.154608,w,2019-12-07,Liverpool,2019
h,1.56674,1.01166,w,2019-12-14,Liverpool,2019
a,3.76973,0.120994,w,2019-12-26,Liverpool,2019
h,1.49124,0.363764,w,2019-12-29,Liverpool,2019
h,3.0465,0.634607,w,2020-01-02,Liverpool,2019
a,1.74564,1.10584,w,2020-01-11,Liverpool,2019
h,2.00655,1.4185,w,2020-01-19,Liverpool,2019
a,1.59024,1.85442,w,2020-01-23,Liverpool,2019
a,2.59926,0.878341,w,2020-01-29,Liverpool,2019
h,3.7195,0.716298,w,2020-02-01,Liverpool,2019
a,2.07331,0.383495,w,2020-02-15,Liverpool,2019
h,2.48209,0.638236,w,2020-02-24,Liverpool,2019
a,0.206031,2.71351,l,2020-02-29,Liverpool,2019
h,1.89453,1.29544,w,2020-03-07,Liverpool,2019
a,0.659123,0.621456,d,2020-06-21,Liverpool,2019
h,2.56729,0.0645285,w,2020-06-24,Liverpool,2019
a,0.819606,2.65433,l,2020-07-02,Liverpool,2019
h,1.0837,0.689775,w,2020-07-05,Liverpool,2019
a,2.61624,2.3646,w,2020-07-08,Liverpool,2019
h,2.17649,0.452331,d,2020-07-11,Liverpool,2019
a,2.2233,1.31516,l,2020-07-15,Liverpool,2019
h,1.45179,2.38205,w,2020-07-22,Liverpool,2019
a,0.56818,0.339294,w,2020-07-26,Liverpool,2019
a,3.18377,1.2003,w,2019-08-10,Manchester City,2019
h,3.20076,0.074542,d,2019-08-17,Manchester City,2019
a,3.12856,1.89345,w,2019-08-25,Manchester City,2019
h,2.30818,0.861035,w,2019-08-31,Manchester City,2019
a,2.34436,1.7413,l,2019-09-14,Manchester City,2019
h,6.63049,0.344718,w,2019-09-21,Manchester City,2019
a,3.1082,2.35854,w,2019-09-28,Manchester City,2019
h,1.61884,1.18825,l,2019-10-06,Manchester City,2019
a,4.02104,0.616864,w,2019-10-19,Manchester City,2019
h,3.19004,0.980145,w,2019-10-26,Manchester City,2019
h,3.36132,0.893889,w,2019-11-02,Manchester City,2019
a,1.48104,1.3319,l,2019-11-10,Manchester City,2019
h,1.23596,0.820474,w,2019-11-23,Manchester City,2019
a,2.44389,0.208252,d,2019-11-30,Manchester City,2019
a,2.56057,0.486548,w,2019-12-03,Manchester City,2019
h,2.07108,1.63385,l,2019-12-07,Manchester City,2019
a,1.69553,0.28161,w,2019-12-15,Manchester City,2019
h,3.59139,1.01388,w,2019-12-21,Manchester City,2019
a,1.52044,2.39405,l,2019-12-27,Manchester City,2019
h,1.08628,1.23346,w,2019-12-29,Manchester City,2019
h,1.79757,0.848942,w,2020-01-01,Manchester City,2019
a,3.75131,1.12565,w,2020-01-12,Manchester City,2019
h,2.47314,0.586716,d,2020-01-18,Manchester City,2019
a,2.873,0.774943,w,2020-01-21,Manchester City,2019
a,3.25139,0.42029300000000003,l,2020-02-02,Manchester City,2019
h,2.13777,0.0895892,w,2020-02-19,Manchester City,2019
a,2.42749,0.723269,w,2020-02-22,Manchester City,2019
a,0.585469,1.7389,l,2020-03-08,Manchester City,2019
h,2.73725,0.496759,w,2020-06-17,Manchester City,2019
h,2.71096,0.0303408,w,2020-06-22,Manchester City,2019
a,0.690594,4.206,l,2020-06-25,Manchester City,2019
h,2.65433,0.819606,w,2020-07-02,Manchester City,2019
a,3.39575,0.628765,l,2020-07-05,Manchester City,2019
h,3.28662,0.21643,w,2020-07-08,Manchester City,2019
a,5.51767,0.149588,w,2020-07-11,Manchester City,2019
h,0.82755,1.66635,w,2020-07-15,Manchester City,2019
a,3.73814,0.131868,w,2020-07-21,Manchester City,2019
h,3.56749,0.786563,w,2020-07-26,Manchester City,2019
h,2.37442,1.09534,w,2019-08-11,Manchester United,2019
a,1.14332,0.307356,d,2019-08-19,Manchester United,2019
h,2.23561,0.676993,l,2019-08-24,Manchester United,2019
a,1.90356,0.769616,d,2019-08-31,Manchester United,2019
h,1.10019,0.459141,w,2019-09-14,Manchester United,2019
a,1.27826,0.51376,l,2019-09-22,Manchester United,2019
h,1.1335,1.70399,d,2019-09-30,Manchester United,2019
a,0.969204,0.650296,l,2019-10-06,Manchester United,2019
h,0.791862,1.03212,d,2019-10-20,Manchester United,2019
a,4.51232,0.8924,w,2019-10-27,Manchester United,2019
a,0.641129,1.86862,l,2019-11-02,Manchester United,2019
h,3.65299,1.1342,w,2019-11-10,Manchester United,2019
a,1.33065,1.56025,d,2019-11-24,Manchester United,2019
h,1.84804,1.29701,d,2019-12-01,Manchester United,2019
h,1.47683,0.542315,w,2019-12-04,Manchester United,2019
a,1.63385,2.07108,w,2019-12-07,Manchester United,2019
h,1.48327,0.276759,d,2019-12-15,Manchester United,2019
a,1.5309,1.59291,l,2019-12-22,Manchester United,2019
h,1.99638,1.05018,w,2019-12-26,Manchester United,2019
a,2.10542,0.386662,w,2019-12-28,Manchester United,2019
a,0.715563,1.90747,l,2020-01-01,Manchester United,2019
h,3.13456,0.275987,w,2020-01-11,Manchester United,2019
a,1.4185,2.00655,l,2020-01-19,Manchester United,2019
h,1.416,0.717284,l,2020-01-22,Manchester United,2019
h,1.18608,1.54211,d,2020-02-01,Manchester United,2019
a,0.681814,0.940204,w,2020-02-17,Manchester United,2019
h,2.5042,0.294956,w,2020-02-23,Manchester United,2019
a,1.12561,2.41259,d,2020-03-01,Manchester United,2019
h,1.7389,0.585469,w,2020-03-08,Manchester United,2019
a,1.77307,0.534852,d,2020-06-19,Manchester United,2019
h,2.8416,0.108082,w,2020-06-24,Manchester United,2019
a,1.20903,0.31013,w,2020-06-30,Manchester United,2019
h,2.63259,1.52161,w,2020-07-04,Manchester United,2019
a,2.86531,0.598873,w,2020-07-09,Manchester United,2019
h,1.5033,1.8051,d,2020-07-13,Manchester United,2019
a,1.90448,0.572141,w,2020-07-16,Manchester United,2019
h,0.984161,1.29009,d,2020-07-22,Manchester United,2019
a,1.41019,0.754668,w,2020-07-26,Manchester United,2019
h,0.670022,0.855516,l,2019-08-10,Watford,2019
a,1.17279,0.832913,l,2019-08-17,Watford,2019
h,2.29348,3.45768,l,2019-08-24,Watford,2019
a,1.1068,1.04131,d,2019-08-31,Watford,2019
h,2.83209,1.00616,d,2019-09-15,Watford,2019
a,0.344718,6.63049,l,2019-09-21,Watford,2019
a,1.06615,1.16363,l,2019-09-28,Watford,2019
h,1.44318,0.353724,d,2019-10-05,Watford,2019
a,0.846851,0.891617,d,2019-10-19,Watford,2019
h,0.674903,0.899526,d,2019-10-26,Watford,2019
h,1.4744,2.18313,l,2019-11-02,Watford,2019
a,1.36017,0.62104,w,2019-11-08,Watford,2019
h,0.902384,2.66281,l,2019-11-23,Watford,2019
a,0.504005,1.9671,l,2019-11-30,Watford,2019
a,0.199733,2.28735,l,2019-12-04,Watford,2019
h,1.57132,0.210746,d,2019-12-07,Watford,2019
a,1.01166,1.56674,l,2019-12-14,Watford,2019
h,1.59291,1.5309,w,2019-12-22,Watford,2019
a,0.596611,2.04481,d,2019-12-26,Watford,2019
h,3.25314,0.610997,w,2019-12-28,Watford,2019
h,1.07053,1.23252,w,2020-01-01,Watford,2019
a,2.29827,0.320447,w,2020-01-12,Watford,2019
h,2.39174,1.76697,d,2020-01-18,Watford,2019
a,1.81101,1.06739,l,2020-01-21,Watford,2019
h,0.919248,2.70178,l,2020-02-01,Watford,2019
a,0.280048,0.76201,d,2020-02-08,Watford,2019
a,0.294956,2.5042,l,2020-02-23,Watford,2019
h,2.71351,0.206031,w,2020-02-29,Watford,2019
a,0.449161,0.856107,l,2020-03-07,Watford,2019
h,1.00765,1.05245,d,2020-06-20,Watford,2019
a,0.495542,0.964774,l,2020-06-25,Watford,2019
h,0.365347,1.3364,l,2020-06-28,Watford,2019
a,0.608971,2.78877,l,2020-07-04,Watford,2019
h,0.725199,1.13378,w,2020-07-07,Watford,2019
h,3.12855,1.49134,w,2020-07-11,Watford,2019
a,1.03402,0.833995,l,2020-07-17,Watford,2019
h,0.131868,3.73814,l,2020-07-21,Watford,2019
a,3.9197,1.95282,l,2020-07-26,Watford,2019
h,0.909241,1.08752,w,2019-08-10,Burnley,2019
a,1.39172,1.1644,l,2019-08-17,Burnley,2019
a,1.22762,1.32793,d,2019-08-25,Burnley,2019
h,0.61739,1.20057,l,2019-08-31,Burnley,2019
a,0.341654,1.68545,d,2019-09-14,Burnley,2019
h,2.39312,0.801428,w,2019-09-21,Burnley,2019
a,1.66919,0.914266,d,2019-09-28,Burnley,2019
h,0.558912,1.30723,w,2019-10-05,Burnley,2019
a,1.79569,0.8291,l,2019-10-19,Burnley,2019
h,2.23494,0.988321,l,2019-10-26,Burnley,2019
a,0.71661300000000006,2.58392,l,2019-11-02,Burnley,2019
h,2.4158,0.474281,w,2019-11-09,Burnley,2019
a,2.66281,0.902384,w,2019-11-23,Burnley,2019
h,1.8509,0.936732,l,2019-11-30,Burnley,2019
h,0.486548,2.56057,l,2019-12-03,Burnley,2019
a,1.08645,2.39684,l,2019-12-07,Burnley,2019
h,1.43602,1.08726,w,2019-12-14,Burnley,2019
a,0.144318,0.138532,w,2019-12-21,Burnley,2019
a,0.565252,1.47521,l,2019-12-26,Burnley,2019
h,0.386662,2.10542,l,2019-12-28,Burnley,2019
h,2.34418,1.74824,l,2020-01-01,Burnley,2019
a,0.717407,2.87633,l,2020-01-11,Burnley,2019
h,1.50886,2.33415,w,2020-01-19,Burnley,2019
a,0.717284,1.416,w,2020-01-22,Burnley,2019
h,2.24562,1.48025,d,2020-02-02,Burnley,2019
a,0.892699,0.694025,w,2020-02-15,Burnley,2019
h,3.09935,1.75718,w,2020-02-22,Burnley,2019
a,0.617612,1.11713,d,2020-02-29,Burnley,2019
h,3.33302,1.13669,d,2020-03-07,Burnley,2019
a,0.0303408,2.71096,l,2020-06-22,Burnley,2019
h,0.964774,0.495542,w,2020-06-25,Burnley,2019
a,0.359906,1.06533,w,2020-06-29,Burnley,2019
h,1.31966,1.63343,d,2020-07-05,Burnley,2019
a,1.05291,1.99821,w,2020-07-08,Burnley,2019
a,0.452331,2.17649,d,2020-07-11,Burnley,2019
h,1.53435,1.2857,d,2020-07-15,Burnley,2019
a,1.8233,0.576602,w,2020-07-18,Burnley,2019
h,1.44244,1.3696,l,2020-07-26,Burnley,2019
a,0.855516,0.670022,w,2019-08-10,Brighton,2019
h,2.40461,1.00856,d,2019-08-17,Brighton,2019
h,0.997711,2.07795,l,2019-08-24,Brighton,2019
a,0.861035,2.30818,l,2019-08-31,Brighton,2019
h,1.68545,0.341654,d,2019-09-14,Brighton,2019
a,1.21592,1.09807,d,2019-09-21,Brighton,2019
a,0.616263,4.26443,l,2019-09-28,Brighton,2019
h,2.60017,0.478504,w,2019-10-05,Brighton,2019
a,1.32184,2.96692,l,2019-10-19,Brighton,2019
h,1.15279,1.04723,w,2019-10-26,Brighton,2019
h,2.65496,0.455082,w,2019-11-02,Brighton,2019
a,1.1342,3.65299,l,2019-11-10,Brighton,2019
h,0.784706,3.50917,l,2019-11-23,Brighton,2019
a,0.867601,1.36832,l,2019-11-30,Brighton,2019
a,1.53446,0.965377,w,2019-12-05,Brighton,2019
h,0.951621,1.87208,d,2019-12-08,Brighton,2019
a,2.48355,0.484859,d,2019-12-16,Brighton,2019
h,0.428371,1.65933,l,2019-12-21,Brighton,2019
a,1.09007,1.02645,l,2019-12-26,Brighton,2019
h,1.05876,0.500726,w,2019-12-28,Brighton,2019
h,1.56978,1.57497,d,2020-01-01,Brighton,2019
a,1.53324,2.02533,l,2020-01-11,Brighton,2019
h,1.30028,1.02045,d,2020-01-18,Brighton,2019
a,1.97227,1.92315,l,2020-01-21,Brighton,2019
a,2.03179,1.30774,d,2020-02-01,Brighton,2019
h,0.76201,0.280048,d,2020-02-08,Brighton,2019
a,1.06035,1.6597,d,2020-02-22,Brighton,2019
h,1.78712,2.17159,l,2020-02-29,Brighton,2019
a,0.308874,0.898221,d,2020-03-07,Brighton,2019
h,0.670973,0.69626999999999994,w,2020-06-20,Brighton,2019
a,1.10227,0.505486,d,2020-06-23,Brighton,2019
h,0.31013,1.20903,l,2020-06-30,Brighton,2019
a,0.903046,0.545069,w,2020-07-04,Brighton,2019
h,2.3646,2.61624,l,2020-07-08,Brighton,2019
h,0.149588,5.51767,l,2020-07-11,Brighton,2019
a,0.67264,2.33745,d,2020-07-16,Brighton,2019
h,0.855896,0.929091,d,2020-07-20,Brighton,2019
a,1.3696,1.44244,w,2020-07-26,Brighton,2019
a,0.812949,0.543759,d,2019-08-11,Wolverhampton Wanderers,2019
h,0.307356,1.14332,d,2019-08-19,Wolverhampton Wanderers,2019
h,1.32793,1.22762,d,2019-08-25,Wolverhampton Wanderers,2019
a,2.00172,1.48842,l,2019-09-01,Wolverhampton Wanderers,2019
h,1.49359,3.06799,l,2019-09-14,Wolverhampton Wanderers,2019
a,1.75572,0.984777,d,2019-09-22,Wolverhampton Wanderers,2019
h,1.16363,1.06615,w,2019-09-28,Wolverhampton Wanderers,2019
a,1.18825,1.61884,w,2019-10-06,Wolverhampton Wanderers,2019
h,0.887495,1.37695,d,2019-10-19,Wolverhampton Wanderers,2019
a,1.93255,0.603104,d,2019-10-27,Wolverhampton Wanderers,2019
a,1.5103,1.02552,d,2019-11-02,Wolverhampton Wanderers,2019
h,2.09891,0.473225,w,2019-11-10,Wolverhampton Wanderers,2019
a,1.2765,0.849789,w,2019-11-23,Wolverhampton Wanderers,2019
h,1.27422,1.47296,d,2019-12-01,Wolverhampton Wanderers,2019
h,1.82237,0.501977,w,2019-12-04,Wolverhampton Wanderers,2019
a,1.87208,0.951621,d,2019-12-08,Wolverhampton Wanderers,2019
h,0.718669,0.989205,l,2019-12-15,Wolverhampton Wanderers,2019
a,1.65224,1.26536,w,2019-12-21,Wolverhampton Wanderers,2019
h,2.39405,1.52044,w,2019-12-27,Wolverhampton Wanderers,2019
a,0.363764,1.49124,l,2019-12-29,Wolverhampton Wanderers,2019
a,1.23252,1.07053,l,2020-01-01,Wolverhampton Wanderers,2019
h,2.04805,0.184495,d,2020-01-11,Wolverhampton Wanderers,2019
a,2.1772,0.786974,w,2020-01-18,Wolverhampton Wanderers,2019
h,1.85442,1.59024,l,2020-01-23,Wolverhampton Wanderers,2019
a,1.54211,1.18608,d,2020-02-01,Wolverhampton Wanderers,2019
h,1.14491,0.527366,d,2020-02-14,Wolverhampton Wanderers,2019
h,3.25033,0.360646,w,2020-02-23,Wolverhampton Wanderers,2019
a,2.62251,1.63079,w,2020-03-01,Wolverhampton Wanderers,2019
h,0.898221,0.308874,d,2020-03-07,Wolverhampton Wanderers,2019
a,1.06433,0.44207,w,2020-06-20,Wolverhampton Wanderers,2019
h,0.715002,0.0619009,w,2020-06-24,Wolverhampton Wanderers,2019
a,0.703549,0.403418,w,2020-06-27,Wolverhampton Wanderers,2019
h,0.985166,1.28273,l,2020-07-04,Wolverhampton Wanderers,2019
a,0.326909,0.470483,l,2020-07-08,Wolverhampton Wanderers,2019
h,2.86724,0.286561,w,2020-07-12,Wolverhampton Wanderers,2019
a,1.2857,1.53435,d,2020-07-15,Wolverhampton Wanderers,2019
h,1.48696,0.440119,w,2020-07-20,Wolverhampton Wanderers,2019
a,0.164561,1.15938,l,2020-07-26,Wolverhampton Wanderers,2019
a,1.59864,1.34099,d,2019-08-10,Sheffield United,2019
h,1.84778,0.241912,w,2019-08-18,Sheffield United,2019
h,0.654318,0.704879,l,2019-08-24,Sheffield United,2019
a,1.04649,2.30579,d,2019-08-31,Sheffield United,2019
h,1.88034,1.57659,l,2019-09-14,Sheffield United,2019
a,0.508011,1.26041,w,2019-09-21,Sheffield United,2019
h,1.17022,1.97079,l,2019-09-28,Sheffield United,2019
a,0.353724,1.44318,d,2019-10-05,Sheffield United,2019
h,0.895722,0.949735,w,2019-10-21,Sheffield United,2019
a,1.16171,2.33891,d,2019-10-26,Sheffield United,2019
h,2.58392,0.71661300000000006,w,2019-11-02,Sheffield United,2019
a,0.923443,1.5104,d,2019-11-09,Sheffield United,2019
h,1.56025,1.33065,d,2019-11-24,Sheffield United,2019
a,1.47296,1.27422,d,2019-12-01,Sheffield United,2019
h,1.09175,0.533775,l,2019-12-05,Sheffield United,2019
a,0.712899,0.585805,w,2019-12-08,Sheffield United,2019
h,1.888,0.97258,w,2019-12-14,Sheffield United,2019
a,1.65933,0.428371,w,2019-12-21,Sheffield United,2019
h,2.04481,0.596611,d,2019-12-26,Sheffield United,2019
a,1.23346,1.08628,l,2019-12-29,Sheffield United,2019
a,0.634607,3.0465,l,2020-01-02,Sheffield United,2019
h,2.02768,0.90477,w,2020-01-10,Sheffield United,2019
a,1.18444,1.22882,d,2020-01-18,Sheffield United,2019
h,0.774943,2.873,l,2020-01-21,Sheffield United,2019
a,0.860755,0.970063,w,2020-02-01,Sheffield United,2019
h,2.04467,1.07183,w,2020-02-09,Sheffield United,2019
h,1.6597,1.06035,d,2020-02-22,Sheffield United,2019
h,1.17263,2.55449,w,2020-03-07,Sheffield United,2019
a,0.235909,1.00877,d,2020-06-17,Sheffield United,2019
a,0.57107,2.15148,l,2020-06-21,Sheffield United,2019
a,0.108082,2.8416,l,2020-06-24,Sheffield United,2019
h,1.59994,1.01524,w,2020-07-02,Sheffield United,2019
a,1.63343,1.31966,d,2020-07-05,Sheffield United,2019
h,0.470483,0.326909,w,2020-07-08,Sheffield United,2019
h,2.00632,1.17509,w,2020-07-11,Sheffield United,2019
a,0.660214,3.05752,l,2020-07-16,Sheffield United,2019
h,0.468461,0.624814,l,2020-07-20,Sheffield United,2019
a,1.41051,1.64306,l,2020-07-26,Sheffield United,2019
a,0.715382,0.891038,d,2018-08-11,Everton,2018
h,2.02004,1.77471,w,2018-08-18,Everton,2018
a,0.543665,2.5887,d,2018-08-25,Everton,2018
h,0.616013,0.660035,d,2018-09-01,Everton,2018
h,1.26774,1.52437,l,2018-09-16,Everton,2018
a,1.06523,0.930544,l,2018-09-23,Everton,2018
h,2.31538,0.536317,w,2018-09-29,Everton,2018
a,1.14952,1.10472,w,2018-10-06,Everton,2018
h,1.92794,1.50174,w,2018-10-21,Everton,2018
a,1.67348,2.51393,l,2018-10-28,Everton,2018
h,2.59305,0.676348,w,2018-11-03,Everton,2018
a,0.198027,1.16298,d,2018-11-11,Everton,2018
h,2.48066,0.879108,w,2018-11-24,Everton,2018
a,1.23014,3.07574,l,2018-12-02,Everton,2018
h,2.10943,1.52214,d,2018-12-05,Everton,2018
h,1.72686,1.63043,d,2018-12-10,Everton,2018
a,1.6235,1.79848,l,2018-12-15,Everton,2018
h,1.00121,2.55514,l,2018-12-23,Everton,2018
a,1.8875,1.88646,w,2018-12-26,Everton,2018
a,0.655851,1.60311,l,2018-12-29,Everton,2018
h,0.871304,0.644144,l,2019-01-01,Everton,2018
h,1.7814,1.52828,w,2019-01-13,Everton,2018
a,1.31169,1.06009,l,2019-01-19,Everton,2018
a,1.05995,0.73078,w,2019-01-29,Everton,2018
h,1.36252,1.85729,l,2019-02-02,Everton,2018
h,0.111559,2.60922,l,2019-02-06,Everton,2018
a,0.641094,1.53311,l,2019-02-09,Everton,2018
a,1.14212,0.219359,w,2019-02-26,Everton,2018
h,0.241879,0.811272,d,2019-03-03,Everton,2018
a,1.15114,2.37896,l,2019-03-09,Everton,2018
h,2.24031,1.24394,w,2019-03-17,Everton,2018
a,2.65983,0.0891639,w,2019-03-30,Everton,2018
h,2.69396,0.201885,w,2019-04-07,Everton,2018
a,1.29107,1.66303,l,2019-04-13,Everton,2018
h,1.5204,0.305982,w,2019-04-21,Everton,2018
a,1.15217,0.261344,d,2019-04-27,Everton,2018
h,1.76461,0.473292,w,2019-05-03,Everton,2018
a,2.06851,0.882608,d,2019-05-12,Everton,2018
h,2.60022,1.50693,w,2018-08-11,Bournemouth,2018
a,1.69077,1.10275,w,2018-08-18,Bournemouth,2018
h,2.5887,0.543665,d,2018-08-25,Bournemouth,2018
a,0.950959,1.16408,l,2018-09-01,Bournemouth,2018
h,2.22726,1.82502,w,2018-09-15,Bournemouth,2018
a,0.976413,2.29417,l,2018-09-22,Bournemouth,2018
h,1.97143,0.385841,w,2018-10-01,Bournemouth,2018
a,3.28471,1.06613,w,2018-10-06,Bournemouth,2018
h,0.840403,0.589633,d,2018-10-20,Bournemouth,2018
a,2.10555,0.383833,w,2018-10-27,Bournemouth,2018
h,1.928,3.29249,l,2018-11-03,Bournemouth,2018
a,1.91687,2.57545,l,2018-11-10,Bournemouth,2018
h,0.650884,1.71044,l,2018-11-25,Bournemouth,2018
a,0.715009,2.83557,l,2018-12-01,Bournemouth,2018
h,1.07393,1.5631,w,2018-12-04,Bournemouth,2018
h,0.279142,1.80619,l,2018-12-08,Bournemouth,2018
a,0.52685,2.02223,l,2018-12-15,Bournemouth,2018
h,0.892502,0.825478,w,2018-12-22,Bournemouth,2018
a,1.21736,2.23457,l,2018-12-26,Bournemouth,2018
a,0.705549,3.41874,l,2018-12-30,Bournemouth,2018
h,2.84828,0.977046,d,2019-01-02,Bournemouth,2018
a,1.52828,1.7814,l,2019-01-13,Bournemouth,2018
h,1.24835,0.971813,w,2019-01-19,Bournemouth,2018
h,2.15094,0.718873,w,2019-01-30,Bournemouth,2018
