h_a,xG,xGA,result,date,team_name,year
h,2.92532,0.388589,w,2016-10-15,Bournemouth,2016
h,0.523371,0.74529,d,2016-10-22,Bournemouth,2016
a,1.54599,1.44317,l,2016-10-29,Bournemouth,2016
h,2.6457,1.13672,l,2016-11-05,Bournemouth,2016
a,1.2401199999999999,1.60429,w,2016-11-19,Bournemouth,2016
a,2.0491,2.8697,l,2016-11-27,Bournemouth,2016
h,2.5439600000000002,1.26532,w,2016-12-04,Bournemouth,2016
a,1.00194,2.15178,l,2016-12-10,Bournemouth,2016
h,0.64118,1.6751,w,2016-12-13,Bournemouth,2016
h,0.492912,1.69451,l,2016-12-18,Bournemouth,2016
a,0.650942,1.71303,l,2016-12-26,Bournemouth,2016
a,2.43608,0.515218,w,2016-12-31,Bournemouth,2016
h,1.55859,1.12629,d,2017-01-03,Bournemouth,2016
a,1.43455,1.18904,l,2017-01-14,Bournemouth,2016
h,1.14791,1.08731,d,2017-01-21,Bournemouth,2016
h,0.32099,1.60667,l,2017-01-31,Bournemouth,2016
a,2.1501,2.75981,l,2017-02-04,Bournemouth,2016
h,0.152385,2.953,l,2017-02-13,Bournemouth,2016
a,1.22747,1.6124,l,2017-02-25,Bournemouth,2016
a,0.816172,2.5377,d,2017-03-04,Bournemouth,2016
h,3.68186,1.25315,w,2017-03-11,Bournemouth,2016
h,1.00816,0.37687,w,2017-03-18,Bournemouth,2016
a,2.06307,1.00252,d,2017-04-01,Bournemouth,2016
a,1.31233,2.17263,d,2017-04-05,Bournemouth,2016
h,0.384152,1.52126,l,2017-04-08,Bournemouth,2016
a,0.211502,3.28588,l,2017-04-15,Bournemouth,2016
h,3.27712,0.2072,w,2017-04-22,Bournemouth,2016
a,1.53094,1.6667,w,2017-04-29,Bournemouth,2016
h,1.30668,2.3019,d,2017-05-06,Bournemouth,2016
h,1.5499,1.1511,w,2017-05-13,Bournemouth,2016
a,0.87072,2.45308,d,2017-05-21,Bournemouth,2016
h,0.937328,0.180046,d,2016-08-13,Southampton,2016
a,0.613233,1.36553,l,2016-08-19,Southampton,2016
h,0.613743,1.39142,d,2016-08-27,Southampton,2016
a,1.17522,1.89219,l,2016-09-10,Southampton,2016
h,2.15218,0.490661,w,2016-09-18,Southampton,2016
a,2.97877,0.693818,w,2016-09-25,Southampton,2016
a,0.920963,0.446309,d,2016-10-02,Southampton,2016
h,4.21181,1.03126,w,2016-10-16,Southampton,2016
a,0.563752,1.15321,d,2016-10-23,Southampton,2016
h,0.422364,1.14759,l,2016-10-30,Southampton,2016
a,2.03046,0.561215,l,2016-11-06,Southampton,2016
h,0.0942055,1.68802,d,2016-11-19,Southampton,2016
h,2.80562,0.615174,w,2016-11-27,Southampton,2016
a,0.764357,2.20073,l,2016-12-03,Southampton,2016
h,1.72919,0.493941,w,2016-12-11,Southampton,2016
a,0.723114,0.333754,d,2016-12-15,Southampton,2016
a,1.69451,0.492912,w,2016-12-18,Southampton,2016
h,0.403743,1.61035,l,2016-12-28,Southampton,2016
h,0.371668,0.6675,l,2016-12-31,Southampton,2016
a,1.01083,2.34997,l,2017-01-02,Southampton,2016
a,0.962065,0.464555,l,2017-01-14,Southampton,2016
h,2.49923,0.935866,w,2017-01-22,Southampton,2016
a,0.907103,0.760046,l,2017-01-31,Southampton,2016
h,1.06276,0.91785,l,2017-02-04,Southampton,2016
a,1.72717,0.197925,w,2017-02-11,Southampton,2016
a,1.33681,1.40104,w,2017-03-04,Southampton,2016
a,0.839989,1.64328,l,2017-03-19,Southampton,2016
h,1.00252,2.06307,d,2017-04-01,Southampton,2016
h,3.34327,1.73055,w,2017-04-05,Southampton,2016
a,0.910339,2.01721,w,2017-04-08,Southampton,2016
h,0.616753,2.74188,l,2017-04-15,Southampton,2016
a,1.32952,1.4438,l,2017-04-25,Southampton,2016
h,1.24844,0.472435,d,2017-04-29,Southampton,2016
a,0.182082,1.35967,d,2017-05-07,Southampton,2016
h,1.25259,1.35954,l,2017-05-10,Southampton,2016
a,1.52569,1.32885,w,2017-05-13,Southampton,2016
h,1.66533,0.45805,d,2017-05-17,Southampton,2016
h,1.3554,0.983464,l,2017-05-21,Southampton,2016
a,2.45631,0.740018,l,2016-08-13,Leicester,2016
h,0.553693,0.521509,d,2016-08-20,Leicester,2016
h,2.47977,0.32818,w,2016-08-27,Leicester,2016
a,1.22508,2.76916,l,2016-09-10,Leicester,2016
h,1.98503,0.464523,w,2016-09-17,Leicester,2016
a,0.286966,2.45604,l,2016-09-24,Leicester,2016
h,0.446309,0.920963,d,2016-10-02,Leicester,2016
a,0.182549,3.11573,l,2016-10-15,Leicester,2016
h,1.7041,1.656,w,2016-10-22,Leicester,2016
a,0.740987,1.69833,d,2016-10-29,Leicester,2016
h,0.629678,0.78196,l,2016-11-06,Leicester,2016
a,1.19686,0.7197,l,2016-11-19,Leicester,2016
h,2.0478,0.425252,d,2016-11-26,Leicester,2016
a,1.13791,1.4282,l,2016-12-03,Leicester,2016
h,2.60583,0.970372,w,2016-12-10,Leicester,2016
a,1.6751,0.64118,l,2016-12-13,Leicester,2016
a,1.25572,2.518,d,2016-12-17,Leicester,2016
h,0.377464,1.25512,l,2016-12-26,Leicester,2016
h,1.10842,1.58333,w,2016-12-31,Leicester,2016
a,0.477078,0.697108,d,2017-01-02,Leicester,2016
h,0.179144,0.738826,l,2017-01-14,Leicester,2016
a,0.935866,2.49923,l,2017-01-22,Leicester,2016
a,0.775645,1.82995,l,2017-01-31,Leicester,2016
h,0.492009,1.98688,l,2017-02-05,Leicester,2016
a,0.672883,0.693376,l,2017-02-12,Leicester,2016
h,1.54732,0.789939,w,2017-02-27,Leicester,2016
h,1.81255,1.1216,w,2017-03-04,Leicester,2016
a,2.17004,2.32174,w,2017-03-18,Leicester,2016
h,1.97444,1.36671,w,2017-04-01,Leicester,2016
h,0.929134,0.7012,w,2017-04-04,Leicester,2016
a,0.836095,2.64597,l,2017-04-09,Leicester,2016
a,0.467725,1.67894,d,2017-04-15,Leicester,2016
a,0.595173,0.410203,l,2017-04-26,Leicester,2016
a,0.570664,0.809101,w,2017-04-29,Leicester,2016
h,1.00566,0.512433,w,2017-05-06,Leicester,2016
a,1.62503,1.98776,l,2017-05-13,Leicester,2016
h,0.725721,2.64912,l,2017-05-18,Leicester,2016
h,2.45308,0.87072,d,2017-05-21,Leicester,2016
a,0.684593,0.990062,w,2016-08-13,West Bromwich Albion,2016
h,2.01885,1.83897,l,2016-08-20,West Bromwich Albion,2016
h,0.696845,0.396816,d,2016-08-28,West Bromwich Albion,2016
a,1.48347,0.986511,l,2016-09-10,West Bromwich Albion,2016
h,1.94229,2.37422,w,2016-09-17,West Bromwich Albion,2016
a,0.270862,0.979673,d,2016-09-24,West Bromwich Albion,2016
a,0.88211,1.19268,d,2016-10-01,West Bromwich Albion,2016
h,1.30365,1.32318,d,2016-10-15,West Bromwich Albion,2016
a,0.685982,2.2952,l,2016-10-22,West Bromwich Albion,2016
h,0.596605,2.48018,l,2016-10-29,West Bromwich Albion,2016
a,0.78196,0.629678,w,2016-11-06,West Bromwich Albion,2016
h,1.40512,0.571005,w,2016-11-22,West Bromwich Albion,2016
a,1.40213,0.424457,d,2016-11-26,West Bromwich Albion,2016
h,1.17737,1.476,w,2016-12-03,West Bromwich Albion,2016
a,0.212574,0.551109,l,2016-12-11,West Bromwich Albion,2016
h,1.78268,1.07221,w,2016-12-15,West Bromwich Albion,2016
h,0.600426,0.983306,l,2016-12-17,West Bromwich Albion,2016
a,0.687502,1.97881,l,2016-12-26,West Bromwich Albion,2016
a,0.6675,0.371668,w,2016-12-31,West Bromwich Albion,2016
h,0.883566,0.992341,w,2017-01-02,West Bromwich Albion,2016
a,0.165019,2.65474,l,2017-01-14,West Bromwich Albion,2016
h,1.3279,0.440887,w,2017-01-21,West Bromwich Albion,2016
a,1.25288,1.18135,d,2017-01-31,West Bromwich Albion,2016
h,1.84983,1.10818,w,2017-02-04,West Bromwich Albion,2016
a,0.769974,1.17553,d,2017-02-11,West Bromwich Albion,2016
h,1.6124,1.22747,w,2017-02-25,West Bromwich Albion,2016
h,0.3746,1.39171,l,2017-03-04,West Bromwich Albion,2016
a,0.127321,2.17521,l,2017-03-11,West Bromwich Albion,2016
h,2.11737,0.995221,w,2017-03-18,West Bromwich Albion,2016
a,0.200297,0.986683,d,2017-04-01,West Bromwich Albion,2016
a,1.48109,0.691991,l,2017-04-04,West Bromwich Albion,2016
h,2.01721,0.910339,l,2017-04-08,West Bromwich Albion,2016
h,0.590375,1.30017,l,2017-04-16,West Bromwich Albion,2016
h,0.809101,0.570664,l,2017-04-29,West Bromwich Albion,2016
a,0.82853,1.08649,d,2017-05-06,West Bromwich Albion,2016
h,0.529155,1.76954,l,2017-05-12,West Bromwich Albion,2016
a,0.387741,2.58035,l,2017-05-16,West Bromwich Albion,2016
a,1.60674,1.74555,l,2017-05-21,West Bromwich Albion,2016
a,1.09877,1.95479,l,2016-08-13,Sunderland,2016
h,1.4645,0.854908,l,2016-08-21,Sunderland,2016
a,1.39142,0.613743,d,2016-08-27,Sunderland,2016
h,1.0404,2.84526,l,2016-09-12,Sunderland,2016
a,0.960821,2.52591,l,2016-09-18,Sunderland,2016
h,1.51457,1.7887,l,2016-09-24,Sunderland,2016
h,1.19268,0.88211,d,2016-10-01,Sunderland,2016
a,0.587572,2.29543,l,2016-10-15,Sunderland,2016
a,0.808339,1.19585,l,2016-10-22,Sunderland,2016
h,0.853434,2.48348,l,2016-10-29,Sunderland,2016
a,1.13672,2.6457,w,2016-11-05,Sunderland,2016
h,0.951511,1.25065,w,2016-11-19,Sunderland,2016
a,0.291073,2.02461,l,2016-11-26,Sunderland,2016
h,1.4282,1.13791,w,2016-12-03,Sunderland,2016
a,0.672058,2.18185,l,2016-12-10,Sunderland,2016
h,0.473979,1.22459,l,2016-12-14,Sunderland,2016
h,1.13526,1.07552,w,2016-12-17,Sunderland,2016
a,0.488541,2.32117,l,2016-12-26,Sunderland,2016
a,0.465701,2.72471,l,2016-12-31,Sunderland,2016
h,1.91057,2.332,d,2017-01-02,Sunderland,2016
h,1.1365,1.22897,l,2017-01-14,Sunderland,2016
a,0.440887,1.3279,l,2017-01-21,Sunderland,2016
h,0.228009,0.682758,d,2017-01-31,Sunderland,2016
a,0.837361,2.45994,w,2017-02-04,Sunderland,2016
h,0.197925,1.72717,l,2017-02-11,Sunderland,2016
a,0.505952,1.70366,l,2017-02-25,Sunderland,2016
h,0.737758,2.48022,l,2017-03-05,Sunderland,2016
h,1.03287,1.18742,d,2017-03-18,Sunderland,2016
a,0.349699,1.95828,l,2017-04-01,Sunderland,2016
a,0.7012,0.929134,l,2017-04-04,Sunderland,2016
h,0.977316,1.6943,l,2017-04-09,Sunderland,2016
h,1.14121,1.42815,d,2017-04-15,Sunderland,2016
a,0.445766,0.825839,l,2017-04-26,Sunderland,2016
h,1.6667,1.53094,l,2017-04-29,Sunderland,2016
a,1.95502,1.21734,w,2017-05-06,Sunderland,2016
h,1.03765,0.344096,l,2017-05-13,Sunderland,2016
a,0.271744,3.83905,l,2017-05-16,Sunderland,2016
a,0.693994,2.73947,l,2017-05-21,Sunderland,2016
h,0.990062,0.684593,l,2016-08-13,Crystal Palace,2016
a,0.357943,2.25623,l,2016-08-20,Crystal Palace,2016
h,2.659,0.974014,d,2016-08-27,Crystal Palace,2016
a,1.12437,0.611959,w,2016-09-10,Crystal Palace,2016
h,1.31366,1.20308,w,2016-09-18,Crystal Palace,2016
a,1.7887,1.51457,w,2016-09-24,Crystal Palace,2016
a,0.47692,1.1542,d,2016-09-30,Crystal Palace,2016
h,1.94599,0.874219,l,2016-10-15,Crystal Palace,2016
a,1.656,1.7041,l,2016-10-22,Crystal Palace,2016
h,0.496044,2.26056,l,2016-10-29,Crystal Palace,2016
a,2.05902,2.25738,l,2016-11-05,Crystal Palace,2016
h,0.431559,1.39421,l,2016-11-19,Crystal Palace,2016
a,2.28156,3.3955,l,2016-11-26,Crystal Palace,2016
h,2.20073,0.764357,w,2016-12-03,Crystal Palace,2016
a,1.50059,2.16649,d,2016-12-10,Crystal Palace,2016
h,0.710324,1.27306,l,2016-12-15,Crystal Palace,2016
h,0.356331,0.81444,l,2016-12-17,Crystal Palace,2016
a,1.53834,0.959496,d,2016-12-26,Crystal Palace,2016
a,0.221469,1.67138,l,2017-01-01,Crystal Palace,2016
h,0.331276,1.18905,l,2017-01-04,Crystal Palace,2016
a,1.06181,1.72338,l,2017-01-14,Crystal Palace,2016
h,0.463733,0.949561,l,2017-01-21,Crystal Palace,2016
a,1.60667,0.32099,w,2017-01-31,Crystal Palace,2016
h,2.45994,0.837361,l,2017-02-04,Crystal Palace,2016
a,0.202159,0.720883,l,2017-02-11,Crystal Palace,2016
h,0.808522,0.82885,w,2017-02-25,Crystal Palace,2016
a,1.39171,0.3746,w,2017-03-04,Crystal Palace,2016
h,0.376326,0.190648,w,2017-03-18,Crystal Palace,2016
a,1.57423,3.16805,w,2017-04-01,Crystal Palace,2016
a,1.73055,3.34327,l,2017-04-05,Crystal Palace,2016
h,2.15968,0.44226,w,2017-04-10,Crystal Palace,2016
h,1.67894,0.467725,d,2017-04-15,Crystal Palace,2016
a,1.21741,0.89449,w,2017-04-23,Crystal Palace,2016
h,0.321722,1.00589,l,2017-04-26,Crystal Palace,2016
h,0.633469,1.38569,l,2017-04-29,Crystal Palace,2016
a,0.241571,2.69837,l,2017-05-06,Crystal Palace,2016
h,2.73274,0.518148,w,2017-05-14,Crystal Palace,2016
a,0.3016,1.0386,l,2017-05-21,Crystal Palace,2016
h,1.4603,0.445604,w,2016-08-15,Chelsea,2016
a,1.75595,0.804549,w,2016-08-20,Chelsea,2016
h,2.65838,0.18449,w,2016-08-27,Chelsea,2016
a,2.19035,1.2304,d,2016-09-11,Chelsea,2016
h,1.16415,1.41642,l,2016-09-16,Chelsea,2016
a,0.613553,1.66224,l,2016-09-24,Chelsea,2016
a,1.99155,0.27266,w,2016-10-01,Chelsea,2016
h,3.11573,0.182549,w,2016-10-15,Chelsea,2016
h,2.25192,0.742805,w,2016-10-23,Chelsea,2016
a,1.14759,0.422364,w,2016-10-30,Chelsea,2016
h,1.94078,0.0131321,w,2016-11-05,Chelsea,2016
a,1.68738,0.55976,w,2016-11-20,Chelsea,2016
h,1.24948,0.422568,w,2016-11-26,Chelsea,2016
a,1.2848,2.24061,w,2016-12-03,Chelsea,2016
h,0.551109,0.212574,w,2016-12-11,Chelsea,2016
a,1.22459,0.473979,w,2016-12-14,Chelsea,2016
a,0.81444,0.356331,w,2016-12-17,Chelsea,2016
h,1.71303,0.650942,w,2016-12-26,Chelsea,2016
h,1.94737,0.858417,w,2016-12-31,Chelsea,2016
a,0.912754,1.00945,l,2017-01-05,Chelsea,2016
a,0.738826,0.179144,w,2017-01-14,Chelsea,2016
h,1.47165,0.314532,w,2017-01-22,Chelsea,2016
a,1.0666,1.20485,d,2017-01-31,Chelsea,2016
h,1.95451,0.950035,w,2017-02-04,Chelsea,2016
a,0.800222,0.906366,d,2017-02-12,Chelsea,2016
h,1.22573,0.280172,w,2017-02-25,Chelsea,2016
a,2.01134,0.450583,w,2017-03-06,Chelsea,2016
a,1.95538,0.952053,w,2017-03-18,Chelsea,2016
h,3.16805,1.57423,l,2017-04-01,Chelsea,2016
h,1.36933,2.2614,w,2017-04-05,Chelsea,2016
a,1.52126,0.384152,w,2017-04-08,Chelsea,2016
a,0.132913,0.807128,l,2017-04-16,Chelsea,2016
h,1.4438,1.32952,w,2017-04-25,Chelsea,2016
a,1.81945,0.684516,w,2017-04-30,Chelsea,2016
h,2.28046,0.0718773,w,2017-05-08,Chelsea,2016
a,1.76954,0.529155,w,2017-05-12,Chelsea,2016
h,2.65315,0.883368,w,2017-05-15,Chelsea,2016
h,2.73947,0.693994,w,2017-05-21,Chelsea,2016
a,0.445604,1.4603,l,2016-08-15,West Ham,2016
h,1.69288,0.39341,w,2016-08-21,West Ham,2016
a,1.08385,3.21624,l,2016-08-28,West Ham,2016
h,1.32216,1.85479,l,2016-09-10,West Ham,2016
a,2.37422,1.94229,l,2016-09-17,West Ham,2016
h,0.693818,2.97877,l,2016-09-25,West Ham,2016
h,0.883385,0.852603,d,2016-10-01,West Ham,2016
a,0.874219,1.94599,w,2016-10-15,West Ham,2016
h,1.19585,0.808339,w,2016-10-22,West Ham,2016
a,0.944816,2.0087,l,2016-10-30,West Ham,2016
h,0.404528,0.81046,d,2016-11-05,West Ham,2016
a,1.76706,2.53396,l,2016-11-19,West Ham,2016
a,0.749388,1.44452,d,2016-11-27,West Ham,2016
h,0.882486,2.96923,l,2016-12-03,West Ham,2016
a,0.64998,1.79134,d,2016-12-11,West Ham,2016
h,1.67016,0.923353,w,2016-12-14,West Ham,2016
h,1.92151,1.13479,w,2016-12-17,West Ham,2016
a,3.40585,0.954864,w,2016-12-26,West Ham,2016
a,1.58333,1.10842,l,2016-12-31,West Ham,2016
h,0.799911,1.64905,l,2017-01-02,West Ham,2016
h,1.72338,1.06181,w,2017-01-14,West Ham,2016
a,2.6558,0.958825,w,2017-01-21,West Ham,2016
h,0.49472,2.66472,l,2017-02-01,West Ham,2016
a,0.91785,1.06276,w,2017-02-04,West Ham,2016
h,1.17553,0.769974,d,2017-02-11,West Ham,2016
a,1.48144,1.21279,d,2017-02-25,West Ham,2016
h,0.450583,2.01134,l,2017-03-06,West Ham,2016
a,1.25315,3.68186,l,2017-03-11,West Ham,2016
h,2.32174,2.17004,l,2017-03-18,West Ham,2016
a,1.24571,0.778704,l,2017-04-01,West Ham,2016
a,0.303905,2.16023,l,2017-04-05,West Ham,2016
h,1.20573,0.307666,w,2017-04-08,West Ham,2016
a,1.42815,1.14121,d,2017-04-15,West Ham,2016
h,0.668323,0.104476,d,2017-04-22,West Ham,2016
a,0.65149,1.35509,d,2017-04-29,West Ham,2016
h,2.21043,0.451017,w,2017-05-05,West Ham,2016
h,1.03963,3.28962,l,2017-05-14,West Ham,2016
a,1.67299,1.70802,w,2017-05-21,West Ham,2016
a,1.12348,0.790063,d,2016-08-13,Tottenham,2016
h,2.25623,0.357943,w,2016-08-20,Tottenham,2016
h,0.590511,1.92569,d,2016-08-27,Tottenham,2016
a,2.77025,1.01771,w,2016-09-10,Tottenham,2016
h,2.52591,0.960821,w,2016-09-18,Tottenham,2016
a,1.4158,0.361508,w,2016-09-24,Tottenham,2016
h,1.69975,0.909513,w,2016-10-02,Tottenham,2016
a,1.32318,1.30365,d,2016-10-15,Tottenham,2016
a,0.74529,0.523371,d,2016-10-22,Tottenham,2016
h,1.69833,0.740987,d,2016-10-29,Tottenham,2016
a,1.19585,0.675745,d,2016-11-06,Tottenham,2016
h,2.53396,1.76706,w,2016-11-19,Tottenham,2016
a,0.422568,1.24948,l,2016-11-26,Tottenham,2016
h,3.9767,0.0342109,w,2016-12-03,Tottenham,2016
a,0.720341,1.04894,l,2016-12-11,Tottenham,2016
h,2.83077,0.570636,w,2016-12-15,Tottenham,2016
h,1.50755,1.17031,w,2016-12-18,Tottenham,2016
a,1.61035,0.403743,w,2016-12-28,Tottenham,2016
a,3.06509,1.26331,w,2017-01-01,Tottenham,2016
h,1.00945,0.912754,w,2017-01-05,Tottenham,2016
h,2.65474,0.165019,w,2017-01-14,Tottenham,2016
a,1.12391,2.52702,d,2017-01-21,Tottenham,2016
a,0.682758,0.228009,d,2017-01-31,Tottenham,2016
h,2.10053,0.50484,w,2017-02-04,Tottenham,2016
a,0.622104,2.38009,l,2017-02-11,Tottenham,2016
h,1.89002,0.743596,w,2017-02-26,Tottenham,2016
h,1.70225,0.808013,w,2017-03-05,Tottenham,2016
h,1.64328,0.839989,w,2017-03-19,Tottenham,2016
a,2.36346,0.44677,w,2017-04-01,Tottenham,2016
a,2.2242,0.872579,w,2017-04-05,Tottenham,2016
h,1.18779,0.369968,w,2017-04-08,Tottenham,2016
h,3.28588,0.211502,w,2017-04-15,Tottenham,2016
a,1.00589,0.321722,w,2017-04-26,Tottenham,2016
h,3.46042,0.589537,w,2017-04-30,Tottenham,2016
a,0.451017,2.21043,l,2017-05-05,Tottenham,2016
h,2.10698,1.03696,w,2017-05-14,Tottenham,2016
a,2.64912,0.725721,w,2017-05-18,Tottenham,2016
a,3.89027,0.812723,w,2017-05-21,Tottenham,2016
h,1.18197,1.6591,l,2016-08-14,Arsenal,2016
a,0.521509,0.553693,d,2016-08-20,Arsenal,2016
a,2.03271,1.07775,w,2016-08-27,Arsenal,2016
h,1.89219,1.17522,w,2016-09-10,Arsenal,2016
a,3.63453,0.969693,w,2016-09-17,Arsenal,2016
h,1.66224,0.613553,w,2016-09-24,Arsenal,2016
a,1.85433,0.608783,w,2016-10-02,Arsenal,2016
h,3.50519,1.74979,w,2016-10-15,Arsenal,2016
h,0.711811,1.55581,d,2016-10-22,Arsenal,2016
a,2.48348,0.853434,w,2016-10-29,Arsenal,2016
h,0.675745,1.19585,d,2016-11-06,Arsenal,2016
a,0.575813,0.511462,d,2016-11-19,Arsenal,2016
h,2.8697,2.0491,w,2016-11-27,Arsenal,2016
a,2.96923,0.882486,w,2016-12-03,Arsenal,2016
h,1.58027,1.29401,w,2016-12-10,Arsenal,2016
a,1.3508,1.46034,l,2016-12-13,Arsenal,2016
a,0.609893,1.5186,l,2016-12-18,Arsenal,2016
h,1.97881,0.687502,w,2016-12-26,Arsenal,2016
h,1.67138,0.221469,w,2017-01-01,Arsenal,2016
a,1.12629,1.55859,d,2017-01-03,Arsenal,2016
a,2.31811,0.488485,w,2017-01-14,Arsenal,2016
h,1.86443,1.29948,w,2017-01-22,Arsenal,2016
h,1.07765,0.918309,l,2017-01-31,Arsenal,2016
a,0.950035,1.95451,l,2017-02-04,Arsenal,2016
h,3.1235,0.466403,w,2017-02-11,Arsenal,2016
a,0.729203,2.70435,l,2017-03-04,Arsenal,2016
a,0.995221,2.11737,l,2017-03-18,Arsenal,2016
h,0.738497,1.40021,d,2017-04-02,Arsenal,2016
h,2.16023,0.303905,w,2017-04-05,Arsenal,2016
a,0.44226,2.15968,l,2017-04-10,Arsenal,2016
a,1.0689,1.72075,w,2017-04-17,Arsenal,2016
h,0.410203,0.595173,w,2017-04-26,Arsenal,2016
a,0.589537,3.46042,l,2017-04-30,Arsenal,2016
h,1.03986,0.576173,w,2017-05-07,Arsenal,2016
a,1.35954,1.25259,w,2017-05-10,Arsenal,2016
a,2.63639,1.30239,w,2017-05-13,Arsenal,2016
h,3.83905,0.271744,w,2017-05-16,Arsenal,2016
h,3.35075,1.8831,w,2017-05-21,Arsenal,2016
a,1.72089,1.04903,w,2016-08-13,Swansea,2016
h,1.14134,2.18655,l,2016-08-20,Swansea,2016
a,0.32818,2.47977,l,2016-08-27,Swansea,2016
h,1.2304,2.19035,d,2016-09-11,Swansea,2016
a,0.490661,2.15218,l,2016-09-18,Swansea,2016
h,1.11096,2.57704,l,2016-09-24,Swansea,2016
h,2.65842,2.02239,l,2016-10-01,Swansea,2016
a,1.74979,3.50519,l,2016-10-15,Swansea,2016
h,1.33215,0.478578,d,2016-10-22,Swansea,2016
a,1.10058,2.16407,l,2016-11-01,Swansea,2016
h,0.51266,1.00006,l,2016-11-06,Swansea,2016
a,1.07471,1.54877,d,2016-11-19,Swansea,2016
h,3.3955,2.28156,w,2016-11-26,Swansea,2016
a,0.0342109,3.9767,l,2016-12-03,Swansea,2016
h,2.18185,0.672058,w,2016-12-10,Swansea,2016
a,1.07221,1.78268,l,2016-12-15,Swansea,2016
a,0.602249,1.71549,l,2016-12-17,Swansea,2016
h,0.954864,3.40585,l,2016-12-26,Swansea,2016
h,0.515218,2.43608,l,2016-12-31,Swansea,2016
a,1.18905,0.331276,w,2017-01-04,Swansea,2016
h,0.488485,2.31811,l,2017-01-14,Swansea,2016
a,1.60482,1.24037,w,2017-01-21,Swansea,2016
h,0.760046,0.907103,w,2017-01-31,Swansea,2016
a,0.11445,2.87972,l,2017-02-05,Swansea,2016
h,0.693376,0.672883,w,2017-02-12,Swansea,2016
a,0.280172,1.22573,l,2017-02-25,Swansea,2016
h,1.44545,0.933851,w,2017-03-04,Swansea,2016
a,1.44148,1.98818,l,2017-03-11,Swansea,2016
a,0.37687,1.00816,l,2017-03-18,Swansea,2016
h,0.64382,0.748206,d,2017-04-02,Swansea,2016
h,0.872579,2.2242,l,2017-04-05,Swansea,2016
a,0.307666,1.20573,l,2017-04-08,Swansea,2016
a,0.641001,1.22039,l,2017-04-15,Swansea,2016
h,0.475636,1.69454,w,2017-04-22,Swansea,2016
a,0.775713,1.99224,d,2017-04-30,Swansea,2016
h,2.09244,0.270186,w,2017-05-06,Swansea,2016
a,0.344096,1.03765,w,2017-05-13,Swansea,2016
h,1.74555,1.60674,w,2017-05-21,Swansea,2016
a,0.485626,1.80523,d,2016-08-13,Stoke,2016
h,1.31066,2.17198,l,2016-08-20,Stoke,2016
a,0.187415,2.31835,l,2016-08-27,Stoke,2016
h,1.01771,2.77025,l,2016-09-10,Stoke,2016
a,1.20308,1.31366,l,2016-09-18,Stoke,2016
h,0.979673,0.270862,d,2016-09-24,Stoke,2016
a,1.20043,2.80988,d,2016-10-02,Stoke,2016
h,2.29543,0.587572,w,2016-10-15,Stoke,2016
a,1.04273,0.701606,w,2016-10-22,Stoke,2016
h,2.16407,1.10058,w,2016-11-01,Stoke,2016
a,0.81046,0.404528,d,2016-11-05,Stoke,2016
h,1.60429,1.2401199999999999,l,2016-11-19,Stoke,2016
a,0.704736,0.541915,w,2016-11-27,Stoke,2016
h,1.12929,0.773995,w,2016-12-03,Stoke,2016
a,1.29401,1.58027,l,2016-12-10,Stoke,2016
h,0.333754,0.723114,d,2016-12-15,Stoke,2016
h,2.518,1.25572,d,2016-12-17,Stoke,2016
a,0.389104,1.66669,l,2016-12-27,Stoke,2016
a,0.858417,1.94737,l,2016-12-31,Stoke,2016
h,1.85359,0.510395,w,2017-01-04,Stoke,2016
a,1.22897,1.1365,w,2017-01-14,Stoke,2016
h,0.353777,1.74295,d,2017-01-21,Stoke,2016
h,1.7362,0.870158,d,2017-02-01,Stoke,2016
a,1.10818,1.84983,l,2017-02-04,Stoke,2016
h,0.720883,0.202159,w,2017-02-11,Stoke,2016
a,0.743596,1.89002,l,2017-02-26,Stoke,2016
h,2.97584,0.274611,w,2017-03-04,Stoke,2016
a,0.337194,1.3049,d,2017-03-08,Stoke,2016
h,0.952053,1.95538,l,2017-03-18,Stoke,2016
a,1.36671,1.97444,l,2017-04-01,Stoke,2016
a,1.17275,0.348885,l,2017-04-04,Stoke,2016
h,2.13972,1.02225,l,2017-04-08,Stoke,2016
h,2.01829,1.17696,w,2017-04-15,Stoke,2016
a,1.69454,0.475636,l,2017-04-22,Stoke,2016
h,1.35509,0.65149,d,2017-04-29,Stoke,2016
a,2.3019,1.30668,d,2017-05-06,Stoke,2016
h,1.30239,2.63639,l,2017-05-13,Stoke,2016
a,0.983464,1.3554,w,2017-05-21,Stoke,2016
a,1.6591,1.18197,w,2016-08-14,Liverpool,2016
a,0.939025,0.197536,l,2016-08-20,Liverpool,2016
a,1.92569,0.590511,d,2016-08-27,Liverpool,2016
h,2.76916,1.22508,w,2016-09-10,Liverpool,2016
a,1.41642,1.16415,w,2016-09-16,Liverpool,2016
h,4.64913,0.157549,w,2016-09-24,Liverpool,2016
a,2.02239,2.65842,w,2016-10-01,Liverpool,2016
h,0.270441,0.537762,d,2016-10-17,Liverpool,2016
h,2.2952,0.685982,w,2016-10-22,Liverpool,2016
a,2.26056,0.496044,w,2016-10-29,Liverpool,2016
h,4.18366,0.771133,w,2016-11-06,Liverpool,2016
a,1.68802,0.0942055,d,2016-11-19,Liverpool,2016
h,2.02461,0.291073,w,2016-11-26,Liverpool,2016
a,1.26532,2.5439600000000002,l,2016-12-04,Liverpool,2016
